"module name","licenses","repository","licenseUrl","parents"
"sanitize-filename@1.6.3","WTFPL OR ISC","https://github.com/parshap/node-sanitize-filename","https://github.com/parshap/node-sanitize-filename/raw/master/LICENSE.md","com.gams.miro"
"sax@1.2.4","ISC","https://github.com/isaacs/sax-js","https://github.com/isaacs/sax-js/raw/master/LICENSE","com.gams.miro"
"semver-diff@2.1.0","MIT","https://github.com/sindresorhus/semver-diff","https://github.com/sindresorhus/semver-diff/raw/master/license","com.gams.miro"
"semver@5.7.1","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","normalize-package-data:com.gams.miro"
"semver@6.3.0","ISC","https://github.com/npm/node-semver","https://github.com/npm/node-semver/raw/master/LICENSE","com.gams.miro"
"set-blocking@2.0.0","ISC","https://github.com/yargs/set-blocking","https://github.com/yargs/set-blocking/raw/master/LICENSE.txt","com.gams.miro"
"shebang-command@1.2.0","MIT","https://github.com/kevva/shebang-command","https://github.com/kevva/shebang-command/raw/master/license","term-size:com.gams.miro"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command","https://github.com/kevva/shebang-command/raw/master/license","com.gams.miro"
"shebang-regex@1.0.0","MIT","https://github.com/sindresorhus/shebang-regex","https://github.com/sindresorhus/shebang-regex/raw/master/license","term-size:com.gams.miro"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex","https://github.com/sindresorhus/shebang-regex/raw/master/license","com.gams.miro"
"signal-exit@3.0.2","ISC","https://github.com/tapjs/signal-exit","https://github.com/tapjs/signal-exit/raw/master/LICENSE.txt","com.gams.miro"
"single-line-log@1.1.2","MIT","https://github.com/freeall/single-line-log","https://github.com/freeall/single-line-log/raw/master/LICENSE","com.gams.miro"
"source-map-support@0.5.13","MIT","https://github.com/evanw/node-source-map-support","https://github.com/evanw/node-source-map-support/raw/master/LICENSE.md","com.gams.miro"
"source-map@0.6.1","BSD-3-Clause","http://github.com/mozilla/source-map","http://github.com/mozilla/source-map/raw/master/LICENSE","com.gams.miro"
"spdx-correct@3.1.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js","https://github.com/jslicense/spdx-correct.js/raw/master/LICENSE","com.gams.miro"
"spdx-exceptions@2.2.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json","https://github.com/kemitchell/spdx-exceptions.json","com.gams.miro"
"spdx-expression-parse@3.0.0","MIT","https://github.com/jslicense/spdx-expression-parse.js","https://github.com/jslicense/spdx-expression-parse.js/raw/master/LICENSE","com.gams.miro"
"spdx-license-ids@3.0.5","CC0-1.0","https://github.com/shinnn/spdx-license-ids","https://github.com/shinnn/spdx-license-ids","com.gams.miro"
"speedometer@0.1.4","MIT*","https://github.com/mafintosh/speedometer","https://github.com/mafintosh/speedometer/raw/master/LICENSE","com.gams.miro"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js","https://github.com/alexei/sprintf.js/raw/master/LICENSE","com.gams.miro"
"sshpk@1.16.1","MIT","https://github.com/joyent/node-sshpk","https://github.com/joyent/node-sshpk/raw/master/LICENSE","com.gams.miro"
"stat-mode@0.3.0","MIT","https://github.com/TooTallNate/stat-mode","https://github.com/TooTallNate/stat-mode/raw/master/LICENSE","com.gams.miro"
"string-width@1.0.2","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","single-line-log:com.gams.miro"
"string-width@2.1.1","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","widest-line:com.gams.miro"
"string-width@3.1.0","MIT","https://github.com/sindresorhus/string-width","https://github.com/sindresorhus/string-width/raw/master/license","com.gams.miro"
"string_decoder@0.10.31","MIT","https://github.com/rvagg/string_decoder","https://github.com/rvagg/string_decoder/raw/master/LICENSE","through2:com.gams.miro"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder","https://github.com/nodejs/string_decoder/raw/master/LICENSE","com.gams.miro"
"strip-ansi@3.0.1","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","single-line-log:com.gams.miro"
"strip-ansi@4.0.0","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","widest-line:com.gams.miro"
"strip-ansi@5.2.0","MIT","https://github.com/chalk/strip-ansi","https://github.com/chalk/strip-ansi/raw/master/license","com.gams.miro"
"strip-bom@2.0.0","MIT","https://github.com/sindresorhus/strip-bom","https://github.com/sindresorhus/strip-bom/raw/master/license","com.gams.miro"
"strip-eof@1.0.0","MIT","https://github.com/sindresorhus/strip-eof","https://github.com/sindresorhus/strip-eof/raw/master/license","com.gams.miro"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline","https://github.com/sindresorhus/strip-final-newline/raw/master/license","com.gams.miro"
"strip-indent@1.0.1","MIT","https://github.com/sindresorhus/strip-indent","https://github.com/sindresorhus/strip-indent/raw/master/license","com.gams.miro"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments","https://github.com/sindresorhus/strip-json-comments/raw/master/license","com.gams.miro"
"sumchecker@2.0.2","Apache-2.0","https://github.com/malept/sumchecker","https://github.com/malept/sumchecker/raw/master/LICENSE","com.gams.miro"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color","https://github.com/chalk/supports-color/raw/master/license","com.gams.miro"
"temp-file@3.3.4","MIT","https://github.com/develar/temp-file","https://github.com/develar/temp-file","com.gams.miro"
"term-size@1.2.0","MIT","https://github.com/sindresorhus/term-size","https://github.com/sindresorhus/term-size/raw/master/license","com.gams.miro"
"throttleit@0.0.2","MIT","https://github.com/component/throttle","https://github.com/component/throttle","com.gams.miro"
"through2@0.2.3","MIT","https://github.com/rvagg/through2","https://github.com/rvagg/through2/raw/master/LICENSE","com.gams.miro"
"to-readable-stream@1.0.0","MIT","https://github.com/sindresorhus/to-readable-stream","https://github.com/sindresorhus/to-readable-stream/raw/master/license","com.gams.miro"
"tough-cookie@2.4.3","BSD-3-Clause","https://github.com/salesforce/tough-cookie","https://github.com/salesforce/tough-cookie/raw/master/LICENSE","com.gams.miro"
